date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:13:26	46/46	---MCZ	200	added ('OK')	text/plain	date:Thu,%2016%20May%202019%2008:13:27%20GMT	https://www.22codes.com/robots.txt		(from )
15:13:28	75852/75852	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jan%202019%2000:09:16%20GMT	https://www.22codes.com/demo/javascript/eroller/	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/index.html	(from )
15:13:29	121200/121200	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jul%202016%2021:53:28%20GMT	https://www.22codes.com/demo/javascript/eroller/css/bootstrap.min.css	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/css/bootstrap.min.css	(from https://www.22codes.com/demo/javascript/eroller/)
15:13:29	31000/31000	---MCZ	200	added ('OK')	text/css	date:Fri,%2008%20Dec%202017%2000:44:04%20GMT	https://www.22codes.com/demo/javascript/eroller/css/font-awesome/css/font-awesome.min.css	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/css/font-awesome/css/font-awesome.min.css	(from https://www.22codes.com/demo/javascript/eroller/)
15:13:29	3549/3549	---MCZ	200	added ('OK')	text/css	date:Mon,%2005%20Feb%202018%2006:26:40%20GMT	https://www.22codes.com/demo/javascript/eroller/css/styles.css	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/css/styles.css	(from https://www.22codes.com/demo/javascript/eroller/)
15:13:30	2533/2533	---MCZ	200	added ('OK')	text/css	date:Mon,%2005%20Feb%202018%2001:13:58%20GMT	https://www.22codes.com/demo/javascript/eroller/css/eroller.css	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/css/eroller.css	(from https://www.22codes.com/demo/javascript/eroller/)
15:13:30	2693/2693	---MCZ	200	added ('OK')	text/css	date:Sat,%2014%20Nov%202015%2004:22:18%20GMT	https://www.22codes.com/demo/javascript/eroller/css/prism.css	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/css/prism.css	(from https://www.22codes.com/demo/javascript/eroller/)
15:13:30	84345/84345	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Dec%202017%2010:53:52%20GMT	https://www.22codes.com/demo/javascript/eroller/js/jquery.min.js	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/js/jquery.min.js	(from https://www.22codes.com/demo/javascript/eroller/)
15:13:30	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jul%202016%2021:53:30%20GMT	https://www.22codes.com/demo/javascript/eroller/js/bootstrap.min.js	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/js/bootstrap.min.js	(from https://www.22codes.com/demo/javascript/eroller/)
15:13:31	35986/35986	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20Nov%202015%2004:21:58%20GMT	https://www.22codes.com/demo/javascript/eroller/js/prism-min.js	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/js/prism-min.js	(from https://www.22codes.com/demo/javascript/eroller/)
15:13:31	16242/16242	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2005%20Feb%202018%2000:47:46%20GMT	https://www.22codes.com/demo/javascript/eroller/js/scripts.js	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/js/scripts.js	(from https://www.22codes.com/demo/javascript/eroller/)
15:13:32	16759/16759	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202019%2008:13:32%20GMT	https://www.22codes.com/demo/javascript/eroller/fonts/glyphicons-halflings-regular.eot	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/fonts/glyphicons-halflings-regular.eot	(from https://www.22codes.com/demo/javascript/eroller/css/bootstrap.min.css)
15:13:32	16762/16762	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202019%2008:13:33%20GMT	https://www.22codes.com/demo/javascript/eroller/fonts/glyphicons-halflings-regular.eot?	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.22codes.com/demo/javascript/eroller/css/bootstrap.min.css)
15:13:33	16761/16761	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20May%202019%2008:13:34%20GMT	https://www.22codes.com/demo/javascript/eroller/fonts/glyphicons-halflings-regular.woff2	D:/downloadsite/eroller/www.22codes.com/demo/javascript/eroller/fonts/glyphicons-halflings-regular.woff2	(from https://www.22codes.com/demo/javascript/eroller/css/bootstrap.min.css)
